Winner,Afn120207,Age295214,Age775214,Bps030214,Bza010213,Bza110213,Bza115213,Edu635213,Edu685213,Hsd310213,Hsd410213,Hsg010214,Hsg096213,Hsg445213,Hsg495213,Inc110213,Inc910213,Lfe305213,Lnd110210,Man450207,Nes010213,Pop010210,Pop060210,Pop645213,Pop715213,Pop815213,Pst120214,Pvy020213,Rhi225214,Rhi325214,Rhi425214,Rhi525214,Rhi625214,Rhi725214,Rhi825214,Rtn130207,Rtn131207,Sbo001207,Sbo015207,Sbo115207,Sbo215207,Sbo315207,Sbo415207,Sbo515207,Sex255214,Vet605213,Wtn220207
Not John Kasich,24871,21,18.9,5,543,7280,-3.3,80.4,14.6,2.42,11766,13836,10.7,72.7,100000,38495,19998,27,610.93,1004159,1742,29485,48.3,1.5,89.1,2.9,-2.1,19.5,10.4,0.4,0.5,0,2.1,2.1,85,313287,10799,2649,0,0,0,2.6,0,0,51.4,2246,112932
Not John Kasich,6097,21.1,18.5,2,220,2403,14.6,74.3,10.5,2.5,9003,10854,2.8,81,91400,32364,17933,33.4,280.6,171296,1470,22657,80.7,1.1,87.7,2.3,0.9,20.4,0.7,0.3,0.2,0,1.1,2.7,95.3,79483,3515,1697,0,0,0,0,0,0,49.8,1580,8638
Not John Kasich,61990,20,20,94,1096,21597,3.3,80,15.5,2.33,28677,32162,6.9,72.7,110800,35545,19801,23.4,622.17,1813963,4027,68831,110.6,1.9,87.7,3.2,-0.7,22,2.2,0.3,0.5,0.1,1.1,2.8,93.2,681959,10355,5936,23.4,0,0.7,0,0.4,0,50.9,5888,0
Not John Kasich,9837,21.6,20.7,3,165,1520,3.4,70.5,10,2.51,5359,6372,6,77.6,80100,26814,15683,27.7,360.53,0,1193,13703,38,0.7,95.3,1.1,-2.1,29.7,0.6,0.6,0.2,0,1.1,1.1,96.4,67509,4717,1211,32.3,0,0,0,0,0,50.5,1001,0
Not John Kasich,91273,23.4,17.6,53,1291,25882,1.3,80.4,16,2.55,24315,27024,15.7,69.6,125000,39596,21261,21.4,161.18,3214013,3564,62544,388,7,86.9,10.4,0.8,19.2,4.5,0.8,1,0.2,1.8,10.9,82.4,1055016,17030,5080,21,0,0,0,1.1,0,51.3,5244,591685
Not John Kasich,663283,21.2,16,2036,8712,178107,-0.8,86.3,27.2,2.45,135496,154643,24.2,64.9,154200,46702,27229,21.5,542.43,8040623,23640,336463,620.3,4.9,83.8,6.7,4.4,16.6,19.8,0.5,2.1,0.2,1.7,5.1,71.5,4865677,14695,31733,24.6,0.3,2.8,9.3,1.4,0,51.8,25822,2958545
Not John Kasich,1382,21.2,18.5,0,47,383,-6.6,72.6,9,2.32,2835,3604,8.1,74.7,75900,23892,14326,30.2,222.34,0,438,6819,30.7,0.6,88.9,0.5,-2.4,30.8,0.4,0.4,0.2,0,1.3,0.4,97.3,24369,3649,305,0,0,0,0,0,0,50.5,489,0
Not John Kasich,15636,20,16.3,23,367,5316,5,74.9,9.8,2.69,8690,10853,6.3,70.2,86300,30973,14975,29.3,667.77,423749,1465,27253,40.8,1,91.3,3.4,-4.7,24.6,41.6,0.3,0.7,0,1.1,1.6,55.1,158797,5711,1408,26.8,0,0,0,0,0,45.6,1791,42125
Not John Kasich,28737,20.8,21,8,500,6873,6,76.4,11.2,2.58,9934,13982,5.1,77.9,98000,33622,20127,22.2,577.32,691797,1780,26026,45.1,0.7,88,1.8,-0.6,22.6,3.7,0.4,0.6,0,1.5,2,92.1,313661,11995,2399,26.8,0,0,0,0,0,51.6,2196,79735
Not John Kasich,31738,21.1,19.2,11,590,9342,3,81.1,12.7,2.41,23348,26839,9.2,76.9,108900,37357,20662,24.7,486.98,1148701,2956,56833,116.7,0.9,88.4,1.5,-0.2,16.2,1.5,0.3,0.5,0,1.2,1.4,95.3,286874,5031,3486,24.5,0,0,0,0,0,50.9,5150,0
Not John Kasich,13900,23.7,16.1,18,307,4764,-3.2,75.9,11.4,2.58,7099,8407,13.2,60.8,94500,34542,18714,22.3,533.11,631465,1095,18787,35.2,1.6,89.2,3.4,-3.2,21.1,49.9,0.4,0.2,0,1,4.2,45.2,180636,9425,1268,22.9,0,0,0,0,0,53.5,1101,74223
Not John Kasich,20893,23.3,16.8,1,482,6238,-4.4,80.9,13.1,2.53,10930,12817,6.8,75.7,94400,38280,20449,23.6,520.07,566730,1806,27769,53.4,0.8,89.7,2.7,0.8,18.8,8.1,0.3,0.4,0,1.8,2.3,87.4,279627,10450,2451,23.2,0,0,3.3,0,0,51.5,2093,31846
Not John Kasich,29442,21,21.6,13,700,8602,-1.3,82.3,16,2.35,13473,17003,7.9,73.2,91300,36950,22239,21.9,562.1,0,2177,32330,57.5,1.6,85.7,3.2,-0.4,19.2,8.2,0.3,0.4,0,1.7,2.3,87.4,404167,12824,2520,0,0,0,0,0,0,51.5,3572,0
Not John Kasich,7097,21.8,15.6,3,243,2134,-0.5,75.5,12,2.59,8846,10271,5.3,77.9,100400,39581,18383,38.7,612.5,0,1669,24690,40.3,1,86.5,2.1,-1.3,17.4,5.1,0.5,0.3,0,1.5,2.1,90.8,76884,3233,1889,25.5,0,0,0,0,0,47.5,1897,0
Not John Kasich,2725,21.8,19.5,1,109,1067,-1.6,80.4,9.7,2.39,3423,4170,4.5,70.1,87300,35271,18539,31.2,200.29,0,510,8426,42.1,1.1,82.7,1,-1.9,23.5,3.2,0.4,0.4,0.1,1.9,2.3,91.9,33434,4152,810,17.8,0,0,0,0,0,51.2,764,0
Not John Kasich,17794,22,19,10,337,4170,8.1,84.2,12.4,2.46,7396,8875,5,77.8,108000,42846,22183,25.5,530.98,1052931,1126,18538,34.9,0.5,89,2,-2.2,13.9,2.7,0.6,0.3,0,1.5,2,93.2,181921,9964,1642,0,0,0,0,0,0,50.4,1525,57235
Not John Kasich,2577,19.1,20.8,0,90,972,8,74.7,9.9,2.52,4493,5822,5.2,79.9,102900,33386,18387,31.4,308.32,0,794,11638,37.7,0.7,92.5,0.9,-0.6,22.1,0.5,0.5,0.2,0,1.2,1.9,95.8,27779,2560,1136,22.4,0,0,0,0,0,49.9,797,7188
Not John Kasich,48272,20.8,19.1,98,651,10691,5.5,80.4,13.6,2.53,19797,23635,8.7,74.5,121800,39745,20619,26,274.08,862933,3051,51407,187.6,1.8,85.6,3.1,2.1,18.3,2.4,0.4,0.5,0,1.3,3.5,92.2,554331,10994,4060,19.9,0,0,0,0,0,50.9,4980,35299
Not John Kasich,6610,17.5,20.5,1,243,2863,2.7,72.7,9,2.36,6921,8914,6,75.9,101200,29609,16470,25.7,298.48,118206,1060,18244,61.1,1,88.1,2.1,-2.1,26.4,2.3,0.3,0.3,0,1,1.8,94.4,93196,5156,1364,16.2,0,0,0,0,0,46.5,1503,0
Not John Kasich,919247,21.5,14.5,1912,10971,205667,-0.1,90.2,34.3,2.35,181100,198917,23.1,65.2,157400,47694,28136,21.4,508.22,4470899,33182,432226,850.5,4.7,86.8,6.3,3.8,14.6,9,0.4,2.2,0.1,2,3.9,83,8209407,19329,40476,25.6,0.6,1.9,4.9,1.7,0,51.4,28744,7402469
Not John Kasich,5859,15.6,14.7,6,74,637,4.8,70.6,7,2.41,2201,2607,24.2,55.4,72700,27115,12042,18.9,165.78,0,351,7832,47.2,2.2,78.7,2.9,-2.6,31.7,28.1,0.5,0.2,0,1.8,2,67.8,19529,2635,189,13.2,0,0,0,0,0,36.1,563,0
Not John Kasich,9726,23.2,13.8,14,307,4708,3.8,74.5,10.4,2.58,9686,11286,13.4,63.6,77600,32326,15758,22.9,471.99,372934,1305,27815,58.9,1,80.8,2.5,-1.6,26,35.1,0.7,0.6,0,1.3,2.3,60.7,151836,5708,1446,28.9,0,0,6.2,0,0,47.7,1811,829714
Not John Kasich,37439,24.9,17.5,10,702,8374,1,79,12,2.62,15862,18145,7.2,75.4,97900,37368,19136,25.5,617.13,0,2823,41869,67.8,1.5,89.7,4.2,1,18.1,1.8,0.4,0.5,0,1.5,1.9,94.1,380971,9318,3277,22.2,0,0,0,0,0,51,3115,0
Not John Kasich,7996,22.2,18.7,5,194,1861,5.7,77.7,11.7,2.49,4750,5451,4.7,74.4,94400,34397,17751,29.5,282.09,0,893,12161,43.1,2.8,88.7,3.2,-2.1,19.9,2.2,0.4,0.6,0,1.4,2.2,93.3,132793,11519,1141,0,0,0,0,0,0,51.1,1255,0
Not John Kasich,26170,22.5,18.4,3,568,7372,9.8,80.4,15.5,2.45,13438,15346,7.6,76.2,109400,41571,21811,27.2,570.34,0,2329,33361,58.5,1.3,87.3,2.3,0.8,16.3,7.2,0.8,0.5,0.1,1.8,3.1,87.2,366545,11198,2511,0,0,0,0,0,0,51.1,2382,147507
Not John Kasich,50805,19.8,24.5,206,907,12520,-0.4,84.7,25.2,2.49,19543,22245,8.4,76.8,177600,51074,27045,25.7,229.22,1502305,3319,48556,211.8,5.6,88.6,7.4,4.6,16.1,1.6,0.5,0.8,0.2,1.2,7.9,88.6,435619,9607,4243,23.5,0,0,0,0,0,51.1,5244,360584
Not John Kasich,11896,24.6,15.5,6,327,3294,2.3,76.3,8.4,2.59,8544,9966,8.9,73.1,97900,35306,17009,30.8,307.14,0,1664,22248,72.4,3.9,86.3,4.1,3.4,21.2,0.8,0.7,0.7,0,1,5,92.6,167327,7713,0,0,0,0,0,0,0,51.3,1280,30350
Not John Kasich,204863,23,14.9,195,2537,50444,0.2,85.9,24.6,2.64,35713,42685,19,66.3,112700,41617,23283,18.7,557.12,0,6474,98294,176.4,3.1,86.2,4.5,-0.1,20,37.3,0.3,1.1,0,1.4,3.6,56.8,1696459,17559,8412,27.2,0,1.9,14.1,0,0,52.8,6934,1160418
Not John Kasich,32734,21.3,18.1,74,414,5303,0.9,76.1,15.4,2.49,11226,13039,4.9,73.8,118900,41268,21399,28.4,498.16,0,1654,28237,56.7,0.8,91.4,1.8,0.6,18.2,4.1,0.5,0.5,0,1.5,1.7,92,286563,10227,1974,28.1,0,0,0,0,0,50.9,2042,0
Not John Kasich,21090,23.8,15.1,102,477,6872,2.6,80.5,13.1,2.63,11578,13276,9.4,74.7,105900,42291,20739,28.4,375.46,1490088,1895,30617,81.5,3.2,88.4,4.8,2.1,16.2,6.9,0.4,0.6,0.1,1.7,5,86,269685,9179,2441,25,0,0,0,0,0,50.9,2222,0
Not John Kasich,97274,23.6,14.9,784,1665,24671,5.4,85.6,17.4,2.51,32144,35945,14.3,70.3,136300,45336,22766,28.7,613.14,0,5629,80956,132,3.5,84.4,5.5,5.6,15.4,12,0.5,0.8,0.1,2,5.3,80,898300,11170,6043,22.8,0,1.9,6,0,0,51.6,5898,245115
Not John Kasich,57476,21.7,18.7,24,884,13929,-0.3,80.2,14.3,2.53,20313,23249,10.7,74.7,119000,39410,19744,22.4,430.13,2381015,2951,52266,121.5,2.4,84.9,3.1,0.7,18.3,4.1,0.5,0.8,0,1.9,3.3,89.9,561286,10770,3847,20.5,0,0,1.8,0,0,51.3,4391,0
Not John Kasich,13145,22.7,19.4,11,396,4557,3.3,77.9,11.6,2.64,9736,11982,4.5,73.5,86100,33452,18428,24.8,562.86,420885,1656,26075,46.3,1.2,91.9,2.7,0.7,22.6,6,0.3,0.3,0,1.5,2,90.1,194653,7664,1855,34.7,0,0,0,0,0,50.9,2212,45711
Not John Kasich,2046,20.5,19.8,45,110,1441,5.8,74.1,8.2,2.42,4776,5664,2.7,80.1,101800,35150,19403,31.8,195.12,253005,689,11753,60.2,0.2,88.7,0.5,-0.4,20.7,1.6,0.8,0.4,0.1,1.3,1.7,94.6,29829,2549,1016,0,0,0,0,0,0,49.9,1024,0
Not John Kasich,40997,21.6,19.6,61,702,10694,1.5,77.7,10.5,2.52,17523,20845,7.1,73.6,115300,37595,19643,27.2,635.57,1386238,2641,44519,70,2.2,83.2,3.5,1.6,19.6,2.4,0.6,0.5,0.1,1.6,3.9,91.4,453016,10109,3313,0,0,0,0,0,0,50.5,3738,173428
Not John Kasich,245217,27.2,8.6,1446,2662,40738,-4.2,90.9,23.5,2.72,64026,76987,20.7,61.2,141800,49617,22380,23.8,539.18,0,9026,172331,319.6,5.3,76.3,9.9,10.2,16.4,19.7,0.7,2.5,0.5,4.2,9.6,64.9,1877647,12125,9906,29.5,0.5,3.7,8,0,0,50.1,24920,345533
Not John Kasich,1442,20.1,20.8,27,64,0,0,83.1,14.6,2.58,2416,2967,4.5,83.7,135200,46170,23307,24.2,129.22,0,447,6362,49.2,0.9,85.9,0.9,-0.7,13.2,2.3,0.3,0.7,0,1.3,1.9,93.7,16325,2701,685,23.8,0,0,0,0,0,50.8,591,0
Not John Kasich,3500,19.7,16.1,0,159,1649,8,79.6,7.4,2.55,7455,8889,2.7,80.6,90700,37631,17747,31.2,522.18,0,1173,21987,42.1,1,84.8,1.8,-1.5,20.8,3.7,0.4,0.2,0,1.4,1.2,93.2,58482,2986,1127,39.1,0,0,0,0,0,45.2,1991,0
Not John Kasich,0,22.2,18.9,11,642,9456,-6.4,79.6,14.2,2.49,12462,14582,14.3,68.4,89100,39467,20900,19,544.73,0,1879,31807,58.4,2.3,85.3,4.3,-2.7,17.9,10.8,0.2,0.4,0.1,1.4,3.8,83.7,403505,12779,3133,20.2,0,0,0,0,0,51.6,2553,0
Not John Kasich,13319,22.3,19.4,3,286,3534,-2.2,75.6,12.6,2.48,8815,10255,5.2,79.9,91900,34604,18347,28.8,433.48,0,1755,22083,50.9,0.5,91.1,1.7,-0.3,22.4,0.7,0.4,0.3,0,1.2,1.3,96.2,110652,5283,2174,22.9,0,0,0,0,0,50.7,1360,46653
Not John Kasich,0,21.6,21,0,118,1525,7.5,78.5,13.7,2.42,3187,4574,4,74.6,86800,32845,17214,28.8,414.73,169955,570,7915,19.1,0.4,85.8,3.4,-1.2,21.1,2.4,0.8,0.3,0,1.9,2.2,92.8,24286,3163,669,0,0,0,0,0,0,49.5,673,0
Not John Kasich,3141,18.6,25.2,0,82,602,-5.2,78.9,13,2.09,2388,3455,5.6,80.2,96300,35184,21942,27,162.98,0,471,5077,31.2,1.4,92.8,2.5,0.9,19.2,0.2,0.3,0.1,0.1,0.7,1.5,97.3,23632,4933,524,41,0,0,0,0,0,49.8,528,0
Not John Kasich,8780,20.6,19.4,142,210,1456,4.2,77.4,11.1,2.44,6740,8370,3.3,79.4,109300,39074,20274,29,434.68,0,1045,16825,38.7,1.3,89.6,3,-0.6,17.3,0.7,0.5,0.3,0.1,1.4,1.7,95.7,67693,4305,1579,25.5,0,0,0,0,0,50.2,1165,0
Not John Kasich,138047,21.3,16.2,424,1734,27314,-0.6,83,22.9,2.4,28980,32824,22.2,63.1,135100,33709,20517,22.7,401.1,1384046,5733,72321,180.3,5,85,6.1,2.5,26.5,2.4,0.8,1.3,0.1,1.4,5.8,89.1,1193021,17059,7332,28.7,0,0,0,1.6,0,50.6,4297,465728
Not John Kasich,26918,23.1,17.6,62,495,8052,-1.1,76.9,12.6,2.58,12096,14431,8.8,70.3,104400,36741,18952,25,315.38,894654,1646,31809,100.9,2,80.5,3.1,2.6,22.6,2.2,0.6,0.5,0.1,1.6,4.5,91,250814,8206,2196,0,0,0,0,0,0,50.8,2075,17906
Not John Kasich,46029,19.8,21.2,7,717,8315,-2.2,83.7,17.3,2.4,22117,25573,10.8,74.4,120300,42223,23936,25.8,360.71,369666,3085,54181,150.2,1.9,89.4,1.9,-2.6,15,2.7,0.4,0.6,0,1.7,1.7,93.1,436400,8186,3683,29.2,0,0,0,0,0,50.9,6179,0
Not John Kasich,60729,25.1,13.5,243,1060,16984,0.7,85.2,17.1,2.73,24136,26450,8.6,76.7,153100,52792,23809,29.9,476.29,1667466,4804,66283,139.2,3.7,87.2,5.9,2.7,13,7.8,0.5,0.7,0.1,1.5,6.2,84.1,627764,9862,5745,26.3,0,0,1.9,2.3,0,50.9,4758,779419
Not John Kasich,386963,25,9.6,2744,4670,96226,11.6,89.7,28.3,2.73,96731,109535,20.6,67.6,159100,55401,25077,26.9,619.36,11304846,18296,262604,424,7,81.2,9.9,10,13,14,0.5,3.3,0.1,2.3,7.2,73.6,2804294,11588,20939,25.3,0,2.6,6.1,2.7,0,50.7,19043,6226284
Not John Kasich,14628,24.5,15.6,3,317,3462,5.1,75,10.3,2.67,8206,9864,5.8,77.5,81500,28401,17121,26.9,532.3,401688,1339,22228,41.8,0.4,88.4,0.8,-1.1,28.3,0.3,0.3,0.3,0,1,0.7,97.5,159566,7270,1582,27.5,0,0,0,0,0,50.8,1172,28362
Not John Kasich,9377,21.8,19.2,7,179,1850,0.8,80.5,13.5,2.52,5616,6386,7.9,73.7,119300,36434,20899,32.5,265.86,0,990,14112,53.1,1.4,91.3,1.8,4.1,17.4,0.7,0.5,0.4,0.1,1.2,3.4,94.3,105293,7820,1322,0,0,0,0,0,0,50.8,864,0
Not John Kasich,611929,21.1,17.7,60,2546,34813,5,82.3,15,2.45,36815,56271,16.8,66.8,159400,43649,22242,25.5,592.5,341511,7588,89889,151.7,5.2,83.9,6.8,5.8,14.5,1.2,0.5,1.2,0,1.2,5.6,90.8,1641080,19548,11287,21.8,0,2.6,0,0,0,50.9,7284,0
Not John Kasich,1787964,25.5,11.6,1516,19417,427802,1.4,86,29,2.66,343517,403365,27.5,59.2,132700,46250,25549,22.4,763.17,17969681,77761,927644,1215.5,6.2,82.8,8.9,1.2,20.8,53.3,0.4,2.6,0.1,1.4,6,37.2,11932863,12971,76350,30.8,0.3,3.4,30.9,1.7,0.1,52.4,58540,29636012
Not John Kasich,12379,23.4,15.4,66,264,3690,0.9,78.9,11.1,2.61,7263,8574,7.6,73.6,113800,42383,21153,29.6,314.29,0,1303,19166,61,0.8,88,2.1,-0.8,19.4,2.1,0.5,0.3,0,1.4,2.6,93.4,117776,6246,1641,0,0,0,0,0,0,50.5,1171,52470
Not John Kasich,6112,21.5,18.9,18,147,1354,-3.9,84.4,11.7,2.49,5292,6758,3.4,78.7,118900,39781,21701,35.7,459.33,0,796,13324,29,1.5,91.7,2,-0.3,20,1.9,0.8,1.1,0,1.8,2.5,92.2,63737,4889,1193,0,0,0,0,0,0,49.7,1650,0
Not John Kasich,255074,19.9,20.3,249,3298,65497,-0.2,84.1,20.5,2.32,66239,74115,14.1,74.1,121700,39479,23850,21.7,413.36,5463624,9395,156823,379.4,1.5,85.7,2.9,0.1,18.3,2.4,0.4,0.7,0,1.4,1.7,93.7,2026276,13200,12859,23,0.3,0,0,0.8,0,51.6,14321,1055317
Not John Kasich,155496,24.3,14.6,869,2935,39769,5.3,87.1,23.7,2.67,60835,68062,14.3,72.9,176600,55509,27795,27.5,529.45,1741400,13529,160645,303.4,3.7,84.3,5.8,7.5,10.4,7.1,0.4,1.4,0.1,1.7,4.4,85.7,1300149,8521,15402,24.2,0,0,3.2,1.2,0,51.2,12953,1634893
Not John Kasich,29779,25.6,13.1,138,694,8470,2.6,85.1,15.1,2.8,21574,23437,7.7,74,139100,52423,23054,32.3,458.37,774196,3876,61081,133.3,1.7,85.7,2.8,0.9,13.4,18.7,0.5,0.7,0.2,1.9,2.5,76.1,404163,7002,3817,26.9,0,0,9.4,0,0,50.7,5189,241853
Not John Kasich,4556,22.8,15.5,45,119,1056,1,78.5,12.9,2.66,2899,3409,10.4,75.4,115500,43034,20491,31.8,114.19,0,574,7870,68.9,1.4,87.9,1.3,1.7,13.6,9.1,0.7,0.3,0,2,3,85.3,41695,5409,899,29.3,0,0,0,0,0,50.4,572,0
Not John Kasich,13024,19.4,21.8,1,248,4053,0.6,76.1,12.9,2.33,7601,8845,6.8,75.1,115900,32292,20152,22,186.17,348551,777,18313,98.4,3.4,87.5,5,-1.9,21.7,0.5,0.3,0.2,0,1,4.4,93.8,119502,6751,1233,0,0,0,0,0,0,50.8,1449,0
Not John Kasich,5737,23.3,16.3,50,191,1747,1.2,73.1,8.2,2.57,7406,9085,6,81.7,95800,34399,17426,34.1,223.55,125615,1234,19109,85.5,0.5,90.7,1.3,0,23.6,0.3,0.4,0.2,0.1,1.3,1.5,96.5,60543,3198,1489,20.1,0,0,0,0,0,50.4,998,6581
Not John Kasich,0,19,20.8,0,40,494,3.3,79.5,10.4,2.61,2097,2650,3.4,85.4,77400,33547,19450,26.6,273.42,0,366,5548,20.3,1,92.4,2,1.5,22.5,0.7,0.3,0.2,0,1.2,1.3,96.5,9185,1692,528,23.7,0,0,0,0,0,50.1,480,0
Not John Kasich,28791,23.6,16.8,52,712,9911,3.5,76.5,12.1,2.55,15366,17826,12.6,69.9,92400,34641,19531,23.9,432.68,852303,2862,39839,92.1,5.2,89.8,7.9,0.3,21.5,3.6,0.4,0.7,0.1,1.4,8.3,86.4,373696,9363,3886,21.8,0,0,1.1,0,0,50.6,2709,0
Not John Kasich,247065,19.8,16.9,654,2783,50828,-0.4,86.5,29.3,2.3,51771,58889,23.2,66.1,145300,42075,25355,20.9,326.47,1577657,7661,122979,376.7,3.2,83.8,4.3,2.7,18.3,4.3,0.4,1.4,0.1,1.8,3.3,89.4,1869147,16014,10153,21.7,0,0,2,1,0,51.1,11882,1090845
Not John Kasich,8470,18.5,18.3,1,199,2440,-0.1,75.7,7.9,2.43,6093,7247,4.7,82.6,74700,33198,17706,27.7,734.1,109872,968,17021,23.2,1,88,2.1,-0.6,20.2,6.1,0.4,0.2,0,1.1,1.8,90.5,66626,4020,1169,23.8,0,0,0,0,0,44.9,1299,38046
Not John Kasich,0,19.4,17,33,576,7248,5.6,83.8,20.1,2.34,13797,15531,16.3,65.6,88400,35273,19547,21.5,580.36,0,1672,35021,60.3,1.6,79.3,2.9,-1.9,20.9,8.2,0.3,1.2,0,1.4,2.3,86.9,265377,7986,2080,26.5,0,2,0,0,0,51.1,2653,0
Not John Kasich,16760,22,19.2,6,366,5128,-0.3,78.1,11,2.63,9729,11592,5.9,74.2,98000,34474,18205,23.9,376.67,552177,1923,25841,68.6,1,87.5,2.1,1.8,19.9,2,0.5,0.3,0.1,1.6,2.1,93.8,195438,7828,2516,27.1,0,0,0,1.9,0,51.2,2279,28869
Not John Kasich,383468,28.1,11.6,1902,6227,100666,4.5,94.6,52.8,2.84,66364,73793,12.3,81.3,334900,89779,41292,26.7,582.6,1106825,22194,183182,314.4,5.9,87.3,7.5,12,5.7,4.5,0.3,3.7,0.1,1.4,4.7,85.6,3306994,19834,25339,22.5,0,1.4,2.2,1.4,0,51.2,9342,2755997
Not John Kasich,147321,24.2,14.5,1549,2399,33048,1.5,88.7,26,2.7,42800,48766,10.5,79.2,190100,60390,27864,28.4,570.83,0,9973,113993,199.7,4.1,86,4.4,10,10.2,6.9,0.4,1.5,0.1,1.7,3.7,86.2,1164992,10935,12204,21,0.5,0,3.7,1.1,0,50.9,9480,967872
Not John Kasich,48576,19.2,13.8,2,916,11848,-1.8,79,10.9,2.86,16378,20137,8.3,70.4,82000,40653,18495,22,1062.6,0,2875,58458,55,6.4,80.2,13.1,-1.4,20.3,21.7,0.7,0.8,0.1,1.5,17,59.9,495496,8731,3358,0,0,2.6,0,0,0,39,4592,365343
Not John Kasich,14944,30.6,9.9,155,408,5388,2.6,73.6,14.2,2.97,5217,6041,5.3,78.1,88600,57825,27429,23.2,1500.71,0,1149,14786,9.9,14.4,85.2,40.5,18.2,12.5,2.2,1.5,0.9,0,1.4,54.6,41.6,98318,7480,1214,29.3,0,0,0,14.7,0,48.9,972,0
Not John Kasich,112556,26.1,15,76,1869,30445,1.1,78.2,15,2.73,30668,36202,11.4,66.7,84800,41354,20982,19,797.78,1291427,5041,86771,108.8,7.9,81.2,17.4,1.1,19.3,15.7,0.8,1.1,0.1,1.2,21.2,61.5,1174060,14216,6240,23.8,0,0,0,0,0,51.1,6425,0
Not John Kasich,48803,18.6,26.6,169,507,4091,5.8,86,21.7,2.36,9834,15677,11.3,73.3,130900,42476,26953,22.3,252.07,0,2471,23158,91.9,5.8,80.2,16.6,7.8,19.6,2,1.2,2.1,0.1,1.9,26.7,67.9,241543,9929,2745,0,0,0,0,0,0,50.5,2853,13511
Not John Kasich,1406,21.7,18.1,9,197,1642,7.3,86.5,20,2.62,3342,4130,3.5,80.6,100300,56452,27800,20.7,903.11,0,868,9054,10,3.8,93.8,7.2,-2.7,11.3,1.1,1.2,0.3,0.1,1.6,8.2,88.5,39354,4425,1012,0,0,0,0,0,0,49.9,863,43433
Not John Kasich,647,23.4,21.4,0,34,223,-4.3,88.8,24.7,2.63,647,901,0.3,78.4,94100,61635,26823,25.8,909.11,0,157,1901,2.1,3.9,90.4,8.5,2.8,11.1,1.7,1.2,0.2,0,1.3,8.4,87.8,2361,1147,180,0,0,0,0,0,0,50.7,187,0
Not John Kasich,32151,27.9,13.9,69,713,10392,15.4,73.6,14.1,3,15095,17843,5.4,74.3,82900,47543,20193,30.2,1219.54,0,3149,44911,36.8,6.5,87.9,40.1,6.4,16.4,1.4,1.2,0.6,0.1,1.2,62.6,35.1,362861,8324,3733,0,1.3,0,0,36.3,0,50.3,3302,69408
Not John Kasich,24961,24.2,17.6,27,604,8114,-3.2,85.1,18.6,2.67,10615,13002,7.1,76.1,150000,53265,25884,28.1,646.51,0,2573,28417,44,9.8,87.2,19.7,2.5,10.1,9.6,0.8,0.6,0,1.5,25.9,63.3,234178,8785,2683,24,0,0,0,0,0,50.4,1877,0
Not John Kasich,7036,30.3,15,0,145,1530,4.3,65.4,11.1,2.98,2358,2783,7.3,65.2,56500,46139,18676,19.3,826.8,0,357,7165,8.7,22.4,80.1,49.1,-3.6,13,1.7,2.7,0.7,0.2,1,61.1,36.5,41726,6642,591,0,0,0,0,0,0,49.3,425,69906
Not John Kasich,23207,17.4,24.6,1,365,2942,4.6,86.6,21.9,2.4,8405,11599,0.8,80.3,143600,49215,25364,38.9,790.96,0,2132,20485,25.9,3.7,89.8,10.8,2,15.3,0.9,1.1,0.5,0,1.4,17.9,79.1,76525,3766,2093,0,0,0,0,0,0,50.5,3116,1386
Not John Kasich,115125,25.5,13.7,167,1135,12107,2.3,80.4,16.3,2.85,25432,29592,4.9,78.2,117700,51750,23342,34.2,888.15,238609,5561,74171,83.5,11.2,87.2,26.6,5.3,16.5,8,1.7,1,0.1,2,35,55,684655,9485,5912,23.6,0,0,0,13.2,0,49.1,6672,51614
Not John Kasich,3162,21.3,25.1,0,112,909,-5.9,83.7,24.1,2.01,1798,2653,7.6,73,72800,33445,28021,13.5,867.48,0,250,3726,4.3,2.4,84.1,6.3,-3.6,15.4,3.1,0.7,0.2,0.1,1.8,12.4,82.9,27120,7026,0,0,0,0,0,0,0,51.9,265,33840
Not John Kasich,25513,21.3,11.4,11,474,5505,3.4,70.8,8.2,2.86,8539,10656,13.7,65.4,73000,43690,16848,25.2,880.24,0,1524,31861,36.2,4.8,77.3,36.5,3.1,22.2,8.6,0.8,0.7,0.1,1.2,57.8,32.7,247136,7619,1972,0,0,0,2.1,0,0,40,2453,0
Not John Kasich,401438,27.7,9.9,1989,4876,85507,2.8,89.5,21.7,2.95,104049,133786,25.9,56.7,122600,50060,22857,18.9,1051.02,1924972,15232,310235,295.2,7.7,76.9,17.4,6.1,15.3,22.7,1.1,3.3,0.8,4.4,23.5,48.2,3349957,12035,16333,0,1,0,9.1,8.7,0,50,43424,4202739
Not John Kasich,3829048,26.2,11.3,6959,33910,676165,2.6,82.6,26.3,2.84,604698,678122,27.3,59.7,123700,50112,24253,24.1,1239.82,12305089,120595,1714773,1383.1,13.1,80.9,42,8.2,17.6,8.3,1.2,2.9,0.2,2.2,59.3,29.2,22815281,14359,132839,28.4,0,3.5,3.8,37.3,0,50.8,151376,12232098
Not John Kasich,9427,19.2,22.4,35,260,1793,3.9,87,26.8,2.58,4036,5678,4,79.2,162500,49487,26781,27.3,709.25,0,1239,10497,14.8,8.5,89.7,15.8,3.1,9.3,1.1,1.4,0.5,0.1,1.3,18.8,78.2,50592,5627,1604,0,0,0,0,0,0,49.6,1271,0
